ID,Query,Category,Response,Timestamp,User Type
229,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-02-02 04:31:43.338212,New
230,Can I change my delivery address?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-04 05:14:27.338212,Returning
231,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-06-02 03:24:32.338212,Returning
232,Is my order confirmed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-30 21:12:43.338212,New
233,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-10 19:05:22.338212,Returning
234,What does 'Out for delivery' mean?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-16 21:22:08.338212,Returning
235,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-10-24 21:09:33.338212,New
236,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-05 14:57:33.338212,Returning
237,Can I track my order live?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-11-10 06:24:44.338212,Returning
238,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-09-03 13:41:44.338212,New
239,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-02 16:57:17.338212,Returning
240,How long will my delivery take?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-02-23 14:10:52.338212,Returning
241,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-15 16:31:57.338212,Returning
242,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-12-28 03:59:13.338212,Returning
243,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-01-11 10:23:40.338212,New
244,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-06 12:32:38.338212,New
245,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-14 21:44:35.338212,New
246,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-10-27 15:02:32.338212,Returning
247,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-07-29 06:00:42.338212,New
248,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-24 10:56:08.338212,Returning
249,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-29 20:21:15.338212,New
250,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-21 18:09:53.338212,Returning
251,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-03-15 08:20:50.338212,Returning
252,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-10-12 04:01:53.338212,New
253,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-04 08:38:49.338212,Returning
254,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-05-10 11:10:32.338212,New
255,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-08 03:13:32.338212,Returning
256,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-12-23 06:17:32.338212,New
257,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-25 06:06:31.338212,Returning
258,What time will my order arrive?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-07-31 19:58:04.338212,Returning
259,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-11 10:59:50.338212,New
260,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-08 13:23:10.338212,New
261,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-02 13:12:31.338212,New
262,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-17 23:31:02.338212,New
263,Can I track my order live?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-05-18 23:34:12.338212,New
264,Can I track my order live?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-17 14:55:00.338212,New
265,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-10-10 19:09:04.338212,New
266,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-27 05:08:24.338212,New
267,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-04 01:52:46.338212,New
268,Can I change my delivery address?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-09 22:47:19.338212,Returning
269,Why is my order delayed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-10-19 21:57:07.338212,Returning
270,Can I track my order live?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-10-12 10:12:13.338212,New
271,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-12 07:25:55.338212,Returning
272,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-10 03:00:15.338212,Returning
273,Can I track my order live?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-03 10:12:45.338212,New
274,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-11-19 09:18:21.338212,New
275,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-10-11 10:36:27.338212,New
276,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-09 21:20:34.338212,Returning
277,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-09-30 05:18:30.338212,New
278,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-09-12 21:08:02.338212,New
279,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-03-11 05:42:09.338212,Returning
280,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-08 07:46:00.338212,Returning
281,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-03-26 04:41:01.338212,Returning
282,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-21 08:37:07.338212,New
283,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-15 09:43:41.338212,New
284,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-05-17 16:13:03.338212,New
285,"I didn’t receive my food, what should I do?",Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-19 23:07:35.338212,Returning
286,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-26 19:47:15.338212,Returning
287,Is my order confirmed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-10-20 03:58:10.338212,New
288,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-14 19:08:27.338212,New
289,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-09-24 09:59:29.338212,New
290,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-14 07:02:59.338212,New
291,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-26 23:23:55.338212,Returning
292,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-12-25 08:56:24.338212,New
293,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-10 20:59:07.338212,New
294,What does 'Out for delivery' mean?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-12-21 16:20:25.338212,New
295,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-22 08:19:19.338212,Returning
